CustomerID,Recency,Frequency,MonetaryValue,FrequencyStd,RecencyStd,MonetaryValueStd
12346.0,325.0,1,77183.6,-0.4250965025587132,2.1893891394595237,0.4213946007963635
12347.0,2.0,7,4310.000000000001,0.35441679662391234,-0.9005881147587904,0.25096626418824575
12348.0,75.0,4,1797.24,-0.03533985296740041,-0.17059348835770005,-0.02859600628948439
12349.0,18.0,1,1757.5500000000002,-0.4250965025587132,-0.7405892925338939,-0.03301179869117061
12350.0,310.0,1,334.40000000000003,-0.4250965025587132,2.1793892130704675,-0.191347272524876
12352.0,36.0,8,2506.0400000000004,0.4843356798210166,-0.5605906175308853,0.05026299230752255
12353.0,204.0,1,89.0,-0.4250965025587132,1.1193970158305282,-0.21605640687576277
12354.0,232.0,1,1079.3999999999999,-0.4250965025587132,1.3993949547240971,-0.10846076863834929
12355.0,214.0,1,459.4,-0.4250965025587132,1.2193962797210884,-0.17744014100029096
12356.0,22.0,3,2811.43,-0.16525873616450468,-0.7005895869776698,0.08423978347786663
12357.0,33.0,1,6207.67,-0.4250965025587132,-0.5905903966980535,0.4213946007963635
12358.0,1.0,2,1168.06,-0.2951776193616089,-0.9005881147587904,-0.09859671839059161
12359.0,57.0,4,6372.58,-0.03533985296740041,-0.35059216336070864,0.4213946007963635
12360.0,52.0,3,2662.06,-0.16525873616450468,-0.4005917953059888,0.06762131759124854
12361.0,287.0,1,189.9,-0.4250965025587132,1.9493909061221788,-0.20742391656729625
12362.0,3.0,10,5226.230000000001,0.7441734462152251,-0.8905881883697344,0.35290331312241
12363.0,109.0,2,552.0,-0.2951776193616089,0.16940400887020507,-0.1671377379668784
12364.0,7.0,4,1313.1000000000001,-0.03533985296740041,-0.8505884828135103,-0.0824599955399851
12365.0,291.0,2,641.3799999999999,-0.2951776193616089,1.989390611678403,-0.15719358264153913
12367.0,4.0,1,168.89999999999998,-0.4250965025587132,-0.8805882619806784,-0.20976031466342654
12370.0,51.0,4,3545.6899999999996,-0.03533985296740041,-0.4105917216950448,0.16593138662380097
12371.0,44.0,2,1887.96,-0.2951776193616089,-0.48059120641843706,-0.018502766514201564
12372.0,71.0,3,1298.0400000000002,-0.16525873616450468,-0.21059319391392417,-0.0841355267460671
12373.0,311.0,1,364.6,-0.4250965025587132,2.1893891394595237,-0.18798730954853626
12374.0,25.0,1,742.93,-0.4250965025587132,-0.6705898078105017,-0.14589542899096627
12375.0,10.0,2,457.5,-0.2951776193616089,-0.8205887036463422,-0.17765152939946466
12377.0,315.0,2,1628.12,-0.2951776193616089,2.1893891394595237,-0.04741179895698695
12378.0,129.0,1,4008.62,-0.4250965025587132,0.3694025366513257,0.21743561379721016
12379.0,81.0,2,852.24,-0.2951776193616089,-0.11059393002336385,-0.13373392061534714
12380.0,21.0,4,2724.8100000000004,-0.03533985296740041,-0.7105895133667258,0.07460269761659026
12381.0,4.0,5,1845.3100000000004,0.09457903022970385,-0.8805882619806784,-0.023247879790389933
12383.0,184.0,5,1850.56,0.09457903022970385,0.9193984880494075,-0.022663780266357413
12384.0,28.0,2,585.2700000000001,-0.2951776193616089,-0.6405900286433336,-0.16343621584029483
12386.0,337.0,2,401.90000000000003,-0.2951776193616089,2.1893891394595237,-0.18383742150160007
12388.0,15.0,6,2780.6600000000003,0.2244979134268081,-0.7705890717010621,0.08081640398177484
12390.0,79.0,1,549.84,-0.4250965025587132,-0.1305937828014759,-0.1673780531996232
12391.0,21.0,1,460.89,-0.4250965025587132,-0.7105895133667258,-0.17727436799251792
12393.0,72.0,4,1582.6000000000001,-0.03533985296740041,-0.20059326752486814,-0.052476219972979805
12394.0,63.0,2,1272.48,-0.2951776193616089,-0.2905926050263724,-0.08697925700021426
12395.0,19.0,12,3018.63,1.0040112126094336,-0.7305893661448378,0.10729224469301879
12397.0,35.0,2,2409.9000000000005,-0.2951776193616089,-0.5705905439199414,0.03956673930933373
12398.0,45.0,1,1635.6599999999999,-0.4250965025587132,-0.470591280029381,-0.04657292078342399
12399.0,119.0,4,1108.65,-0.03533985296740041,0.26940327276076537,-0.10520649986159637
12401.0,303.0,1,84.3,-0.4250965025587132,2.1093897283470753,-0.21605640687576277
12402.0,323.0,1,225.6,-0.4250965025587132,2.1893891394595237,-0.2034520398038748
12403.0,49.0,1,427.7,-0.4250965025587132,-0.4305915744731569,-0.1809669895549257
12405.0,148.0,1,1710.3900000000003,-0.4250965025587132,0.5594011380433903,-0.03825868127276603
12406.0,22.0,2,3415.3,-0.2951776193616089,-0.7005895869776698,0.15142457958787592
12407.0,49.0,5,1708.1199999999997,0.09457903022970385,-0.4305915744731569,-0.03851123478125256
12408.0,32.0,5,2888.55,0.09457903022970385,-0.6005903230871095,0.09281992734327464
12409.0,78.0,3,11072.67,-0.16525873616450468,-0.14059370919053193,0.4213946007963635
12410.0,308.0,2,693.3299999999999,-0.2951776193616089,2.1593893602923555,-0.1514137787799216
12412.0,74.0,3,1226.8799999999999,-0.16525873616450468,-0.18059341474675608,-0.09205257858038289
12413.0,66.0,3,758.1,-0.16525873616450468,-0.26059282585920435,-0.1442076595091426
12414.0,217.0,3,562.41,-0.16525873616450468,1.2493960588882567,-0.16597955205351095
12415.0,24.0,21,124914.53,1.133930095806538,-0.6805897341995577,0.4213946007963635
12417.0,3.0,9,3649.1000000000004,0.6142545630181209,-0.8905881883697344,0.17743647839145976
12418.0,112.0,1,668.58,-0.4250965025587132,0.19940378803737316,-0.15416739082178943
12420.0,63.0,1,600.3900000000001,-0.4250965025587132,-0.2905926050263724,-0.16175400921108102
12421.0,15.0,4,807.0400000000001,-0.03533985296740041,-0.7705890717010621,-0.1387627393746371
12422.0,95.0,3,803.5599999999998,-0.16525873616450468,0.029405039423420612,-0.13914991391628154
12423.0,0.0,8,1859.3100000000002,0.4843356798210166,-0.9005881147587904,-0.021690281059636437
12424.0,162.0,2,1760.9599999999996,-0.2951776193616089,0.6994001074901748,-0.032632412143179995
12425.0,78.0,1,777.1999999999999,-0.4250965025587132,-0.14059370919053193,-0.14208264981218605
12426.0,194.0,1,582.73,-0.4250965025587132,1.0193977519399677,-0.1637188087528744
12427.0,21.0,3,825.8000000000001,-0.16525873616450468,-0.7105895133667258,-0.13667555707542733
12428.0,25.0,9,7956.46,0.6142545630181209,-0.6705898078105017,0.4213946007963635
12429.0,9.0,4,3750.4,-0.03533985296740041,-0.8305886300353982,0.18870681777898343
